isin,words_pos,words_neg,words_uncertain,words_complex,chars,words,fog,flesch,difficult_words,smog,nums,tables,imgsize,year,start,end,Sustainability_Page_Count,company,country,auditor,SASB_industry,market_cap_2024,Market_Cap_Cat,words_pos_500,words_neg_500,nums_500,tables_500,imgsize_500
FI4000567029,686.0,813.0,1014.0,75.0,423709.0,59266.0,3893.34,-4447.96,16744.0,2123.8,1575.0,74.0,3.965129206348846,220616.0,4687.0,16459.0,109.0,FinnAir,Finland,KPMG,Airlines,468297172.81,1.0,5.787466675665643,6.858907299294706,13.28755104106908,0.6243039854216583,0.033451972516694614
FI4000571054,391.0,433.0,270.0,59.0,227745.0,33534.0,1229.71,-96.14,7996.0,858.8,962.0,41.0,0.0163486824160624,103224.0,2703.0,5253.0,51.0,Kalmar Global,Finland,EY,Industrial Machinery & Goods,2109942252.4,2.0,5.829903978052126,6.456134072881255,14.343651219657662,0.6113198544760542,0.00024376278427957297
FR0000035081,777.0,772.0,579.0,72.0,469223.0,73001.0,2681.39,1454.1,16321.0,2304.9,4338.0,93.0,0.0465188003902226,257048.0,12573.0,28575.0,127.0,Icade,France,Forvis Mazars,Real Estate,1802685904.0,2.0,5.321844906234161,5.287598800016438,29.71192175449651,0.6369775756496486,0.0003186175558569239
FR0000045072,886.0,890.0,942.0,397.0,670025.0,105120.0,3440.93,2127.3,22167.0,2921.1,11692.0,172.0,0.3085818457514935,333960.0,7260.0,34320.0,165.0,Crédit Agricole,France,PwC & Forvis Mazars,Commercial Banks,41614393909.0,5.0,4.214231354642314,4.233257229832572,55.61263318112633,0.8181126331811263,0.0014677599208118982
FR0000050809,787.0,594.0,485.0,230.0,502885.0,76502.0,2814.78,2175.63,19168.0,2517.2,4984.0,143.0,6.424838788725025,291456.0,17136.0,37728.0,144.0,Sopra Steria,France,ACA Nexia & Saint Front,Software & IT Services,3470894759.0,2.0,5.143656374996732,3.8822514444066822,32.574311782698494,0.9346160884682754,0.04199131257173032
FR0000051732,1369.0,1390.0,772.0,269.0,618452.0,92105.0,2983.73,1617.15,23395.0,2802.6,4792.0,145.0,150.95877181350667,305624.0,21895.0,44545.0,151.0,Atos,France,Forvis Mazars,Software & IT Services,481850910.82,1.0,7.431735519244341,7.545735844959557,26.0137886108246,0.7871451061288747,0.8194928169670846
FR0000051807,953.0,874.0,619.0,297.0,445588.0,69026.0,1946.08,2060.6,17440.0,1940.0,3115.0,40.0,0.1087613666692281,226688.0,10416.0,22848.0,112.0,Teleperformance,France,PwC,Software & IT Services,5089813643.8,3.0,6.903195897198158,6.330947758815519,22.563961405847074,0.28974589285196883,0.0007878289823343965
"FR0000052292,916,1162,1006,252,657940,99824,3659.01,1739.4,24863,3054.6,4529,102,174.97154562254778,354200,8575.0,39025.0,175,Hermes,France,PwC,""Apparel, Accessories & Footwear"",251834832620.0,5.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR0000054900,581.0,647.0,406.0,87.0,433714.0,66711.0,1839.78,2034.92,16178.0,1909.2,2517.0,55.0,1.722530750466554,210496.0,12168.0,22880.0,104.0,TF1,France,EY,Media & Entertainment,1597958041.5,2.0,4.354604188214838,4.84927523197074,18.86495480505464,0.41222586979658526,0.012910395215680727
FR0000064578,1356.0,1411.0,1147.0,185.0,865748.0,134542.0,4570.57,3845.09,33395.0,4014.8,8589.0,151.0,0.4085883048664415,467544.0,24255.0,77385.0,231.0,Covivio,France,EY,Real Estate,5592294875.3,3.0,5.0393185770986015,5.243715717025167,31.919400633259503,0.5611630568892985,0.0015184414713117148
FR0000073272,808.0,1397.0,677.0,298.0,532889.0,80253.0,2398.43,1706.7,20271.0,2307.4,3562.0,60.0,0.028291818362624,250976.0,40300.0,55552.0,124.0,SAFRAN,France,Forvis Mazars & EY,Aerospace & Defence,91509612656.0,5.0,5.034079722876403,8.703724471359326,22.192316798125926,0.37381780120369335,0.00017626642220617297
FR0000120073,613.0,958.0,679.0,160.0,479491.0,74255.0,1687.73,2072.0,16374.0,1828.8,4762.0,234.0,5.830415801481276,210496.0,29016.0,39728.0,104.0,Air Liquide,France,PwC & KPMG,Chemicals,93636796644.0,5.0,4.127668170493569,6.450744057639216,32.065180795906,1.5756514712813954,0.03925941553754816
FR0000120222,902.0,1269.0,1045.0,208.0,640876.0,96182.0,4292.81,-1809.77,23213.0,3405.5,3176.0,106.0,0.0,327888.0,6642.0,32724.0,162.0,CNP assurances,France,KPMG & Forvis Mazars,Insurance,,,4.689027052878917,6.596868436921669,16.510365764904037,0.5510386558815579,0.0
FR0000120271,844.0,1325.0,947.0,349.0,719809.0,111944.0,2607.97,2395.25,24582.0,2807.3,5978.0,108.0,0.6687707517919358,295504.0,40150.0,61320.0,146.0,TotalEnergies,France,EY,Oil & Gas – Exploration & Production,124207185372.0,5.0,3.7697420138640747,5.918137640248696,26.700850425212607,0.4823840491674409,0.0029870772519828477
FR0000120321,683.0,684.0,432.0,143.0,352254.0,52673.0,1933.45,975.41,13965.0,1882.4,2549.0,80.0,1.2066730201475035,198352.0,18326.0,27832.0,98.0,L’Oréal,France,Deloitte & EY,Household & Personal Products,189084005045.0,5.0,6.483397566115467,6.492890095494845,24.196457388035615,0.7594023503502743,0.011454379095053476
FR0000120404,848.0,1673.0,905.0,263.0,672743.0,103868.0,3242.74,1183.13,24391.0,2516.9,3840.0,127.0,4.158701066769763,301576.0,17582.0,39634.0,149.0,Accor,France,PwC,Hotels & Lodging,11865596509.0,3.0,4.082104209188586,8.053490969307198,18.485000192552086,0.6113528709515924,0.0200191640677098
FR0000120578,1080.0,1530.0,1056.0,469.0,713577.0,107525.0,2707.22,3120.48,26985.0,2826.5,5067.0,136.0,2.385608399687996,327888.0,162.0,26244.0,162.0,Sanofi,France,PwC & Forvis Mazars,Biotechnology & Pharmaceuticals,121648091481.0,5.0,5.0220878865380145,7.1146245059288535,23.56196233434085,0.6324110671936759,0.011093273190830021
FR0000120628,700.0,1194.0,911.0,345.0,548396.0,82201.0,2533.21,1841.62,20506.0,2669.5,5259.0,100.0,0.0,289432.0,18447.0,38753.0,143.0,AXA,France,EY & KPMG,Insurance,77286855225.0,5.0,4.257855743847399,7.262685368791135,31.98866193841924,0.6082651062639142,0.0
FR0000120644,2003.0,1834.0,1617.0,537.0,1187108.0,178561.0,5264.83,5243.36,41932.0,5556.2,6153.0,112.0,0.4696504255255052,599104.0,49136.0,136456.0,296.0,Danone,France,Forvis Mazars,Processed Foods,43424077749.0,5.0,5.6087275496889015,5.135499913194931,17.22940619732192,0.3136183153096141,0.001315097993194217
FR0000120859,1111.0,1537.0,813.0,187.0,627840.0,92178.0,3492.08,1077.68,23322.0,3507.2,5433.0,215.0,1.0956694289104136,348128.0,10148.0,39560.0,172.0,Imerys,France,Deloitte & PwC,Metals & Mining,2464254055.2,2.0,6.026383735815488,8.337130334787043,29.470155568573848,1.1662218750678037,0.005943226306224987
"FR0000121014,1167,1020,695,231,695885,106369,4070.09,1911.07,26223,3550.1,5427,102,0.0,392656,9118.0,46560.0,194,LVMH,France,Deloitte,""Apparel, Accessories & Footwear"",328522196029.0,5.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FR0000121485,808,825,573,137,480308,72651,2178.28,1358.42,18360,2183.5,2880,74,0.3690080150314909,222640,17490.0,29480.0,110,Kering,France,Deloitte & PwC,""Apparel, Accessories & Footwear"",30238040195.0,4.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR0000121667,1050.0,1472.0,692.0,369.0,612102.0,89561.0,2845.29,1467.24,24358.0,2981.4,3773.0,96.0,0.0,311696.0,51128.0,74690.0,154.0,EssilorLuxottica,France,PwC,Medical Equipment & Supplies,111388087336.0,5.0,5.861926508189948,8.217862685767242,21.063855919429216,0.535947566463081,0.0
FR0000121972,1740.0,1698.0,1291.0,427.0,842054.0,124993.0,3307.04,2640.86,31802.0,3411.5,5295.0,229.0,1.0003710882043837,376464.0,17856.0,52266.0,186.0,Schneider Electric,France,PwC & Forvis Mazars,Electrical & Electronic Equipment,139894939294.0,5.0,6.960389781827782,6.792380373300905,21.1811861464242,0.916051298872737,0.0040017084484906505
FR0000124141,1290.0,1466.0,755.0,249.0,748783.0,114921.0,2622.65,2262.89,26623.0,2590.4,5803.0,82.0,0.5802297474614974,295504.0,25550.0,46720.0,146.0,Veolia,France,KPMG & EY,Water Utilities & Services,20059227109.0,4.0,5.612551230845537,6.378294654588804,25.247778908989652,0.35676682242584035,0.002524472235107149
FR0000124570,986.0,926.0,554.0,193.0,545894.0,84386.0,2818.62,1649.73,20715.0,2580.8,3511.0,84.0,0.656420788946886,297528.0,21609.0,43071.0,147.0,Op Mobility,France,PwC & EY,Building Products & Furnishings,1482329078.0,1.0,5.842201313014008,5.486692105325528,20.803213803237504,0.4977128907638708,0.0038893939098125644
FR0000125007,800.0,835.0,775.0,196.0,501866.0,77914.0,2356.37,2446.28,18049.0,2321.3,4821.0,124.0,5.040089773650213,263120.0,13520.0,30290.0,130.0,Saint-Gobain,France,Deloitte,Construction Materials,44081483983.0,5.0,5.1338655440614005,5.358472161614087,30.93795723490002,0.7957491593295172,0.03234392903489882
FR0000125338,2229.0,1872.0,1271.0,553.0,1078068.0,166175.0,4566.11,2780.03,40047.0,4324.7,7435.0,108.0,0.0061737001283918,471592.0,32387.0,86443.0,233.0,Capgemini,France,Forvis Mazars,Software & IT Services,27823854513.0,4.0,6.7067850157966,5.632616217842635,22.370994433579057,0.3249586279524597,1.857589928807522e-05
FR0000125486,828.0,874.0,513.0,175.0,531386.0,80032.0,1511.95,2012.84,19386.0,1625.4,4066.0,60.0,0.0121020415430305,184184.0,18746.0,26936.0,91.0,VINCI,France,PwC,Engineering & Construction Services,58070072860.0,5.0,5.1729308276689325,5.46031587365054,25.402339064374253,0.3748500599760096,7.560751663728571e-05
FR0000127771,561.0,789.0,587.0,134.0,386102.0,59125.0,1696.11,1636.61,13873.0,1700.6,2299.0,73.0,17.86559359016564,186208.0,2576.0,10948.0,92.0,Vivendi,France,Deloitte & Grant Thornton,Media & Entertainment,2641757628.5,2.0,4.744186046511628,6.6723044397463,19.441860465116278,0.6173361522198731,0.1510832438914642
FR0000130809,645.0,1079.0,1171.0,371.0,538665.0,80383.0,2548.1,455.76,20383.0,2247.9,2217.0,37.0,0.043951685520072,230736.0,30666.0,43548.0,114.0,Société Générale,France,PwC & KPMG,Commercial Banks,22451522193.0,4.0,4.012042347262481,6.711618128211189,13.790229277334761,0.2301481656569175,0.00027338918378308843
FR0000131104,834.0,1005.0,1022.0,328.0,648074.0,99589.0,6183.84,-4061.75,21595.0,3326.5,10583.0,193.0,0.0,396704.0,134064.0,172284.0,196.0,BNP Paribas,France,Deloitte & EY,Commercial Banks,69246821890.0,5.0,4.187209430760426,5.045737983110585,53.13337818433763,0.9689825181495948,0.0
FR0000131906,884.0,1494.0,919.0,217.0,630405.0,93181.0,2991.5,1601.97,23887.0,2902.8,3547.0,135.0,0.8819414864489284,305624.0,14496.0,37146.0,151.0,Renault,France,KPMG & Forvis Mazars,Automobiles,14120032435.0,4.0,4.743456284006396,8.01665575600176,19.03285004453698,0.7243966044579904,0.0047324105045499
FR0004035913,958.0,838.0,624.0,101.0,475407.0,71630.0,2687.54,717.1,19116.0,2298.3,3078.0,59.0,2.8446934239630868,248952.0,10947.0,25953.0,123.0,iliad,France,Deloitte,Telecommunication Services,,,6.687142258830099,5.849504397598772,21.485411140583555,0.4118386151054028,0.019856857629227186
FR0010208488,667.0,1273.0,865.0,327.0,624174.0,96885.0,3417.37,1111.4,22333.0,2880.0,5143.0,134.0,0.3643296484202096,315744.0,10764.0,34944.0,156.0,Engie,France,Deloitte & EY,Electric Utilities & Power Generators,38446945638.0,5.0,3.4422253186767815,6.569644423801414,26.54177633276565,0.6915415182948856,0.0018802170017041316
FR0010307819,1090.0,1127.0,810.0,196.0,608257.0,93004.0,3156.57,2104.98,22240.0,2947.8,5316.0,153.0,0.0,321816.0,15423.0,40545.0,159.0,Legrand,France,PwC & Forvis Mazars,Electrical & Electronic Equipment,25518298265.0,4.0,5.859963012343555,6.058879187991914,28.57941593909939,0.8225452668702421,0.0
FR0010386334,931.0,1363.0,734.0,67.0,701451.0,106110.0,3977.44,1733.48,26899.0,3583.8,4662.0,111.0,0.2593057096616433,386584.0,12033.0,48323.0,191.0,Clariane,France,Forvis Mazars,Health Care Delivery,691230057.67,1.0,4.386956931486194,6.422580341155405,21.96776929601357,0.5230421260955612,0.0012218721593706685
FR0010451203,1223.0,1679.0,1228.0,393.0,765053.0,117247.0,2654.34,2993.71,27121.0,2846.8,4825.0,135.0,4.189109905897095,315744.0,33540.0,57720.0,156.0,Rexel,France,PwC & KPMG,Industrial Machinery & Goods,7522265753.2,3.0,5.215485257618532,7.160097912952996,20.576219434185948,0.5757076940134929,0.01786446521402294
FR0010533075,899.0,1590.0,984.0,140.0,680814.0,106368.0,3844.0,1220.11,25937.0,2912.3,3912.0,226.0,2.7534056815393706,329912.0,40261.0,66667.0,163.0,Getlink,France,KPMG & Forvis Mazars,Rail Transportation,8634353291.3,3.0,4.225895006016847,7.474052346570398,18.388989169675092,1.062349578820698,0.012942829053565785
FR0010667147,862.0,1128.0,1045.0,248.0,631589.0,94230.0,2898.2,2274.44,22798.0,2853.9,4766.0,62.0,0.0086972344429897,313720.0,39370.0,63240.0,155.0,Coface,France,Deloitte,Insurance,2223009705.9,2.0,4.573914889101135,5.985354982489652,25.289186034171706,0.32898227740634617,4.614896764825268e-05
FR0011040500,1174.0,863.0,371.0,103.0,417573.0,58770.0,1888.76,579.8,17056.0,2054.9,2156.0,22.0,1.721282911734321,208472.0,6283.0,16789.0,103.0,74Software,France,ACA Nexia & Forvis Mazars,Software & IT Services,831633832.65,1.0,9.988089161136633,7.342181385060405,18.34269184958312,0.18717032499574612,0.014644230999951683
FR0011476928,812.0,1093.0,727.0,87.0,538064.0,82254.0,2827.16,1712.71,19699.0,2498.2,3467.0,44.0,0.296528372357031,279312.0,5934.0,24840.0,138.0,Fnac Darty,France,KPMG & Deloitte,Multiline and Specialty Retailers & Distributors,855564636.81,1.0,4.935930167529846,6.644053784618377,21.074962919736425,0.2674641962700902,0.0018025164269034393
FR0011981968,913.0,1303.0,545.0,260.0,488767.0,72709.0,2253.26,1728.61,18640.0,2232.2,3585.0,78.0,1.3335062018616302,255024.0,8946.0,24696.0,126.0,Worldline,France,Deloitte,Software & IT Services,2488713182.5,2.0,6.278452461180872,8.960376294544004,24.653069083607257,0.5363847666726265,0.009170159140282703
FR0013154002,316.0,563.0,353.0,49.0,252827.0,37915.0,1648.98,1018.31,9196.0,1690.1,1669.0,65.0,0.0,186208.0,7268.0,15640.0,92.0,Sartorius Stedim Biotech,France,PwC,Medical Equipment & Supplies,19006765181.0,4.0,4.1672161413688515,7.42450217591982,22.009758670710802,0.8571805354081499,0.0
FR0013326246,1221.0,912.0,732.0,168.0,614493.0,92745.0,2936.41,1618.52,23008.0,2679.2,5126.0,133.0,0.0014323904634544,297528.0,19845.0,41307.0,147.0,Unibail-Rodamco-Westfield (URW),France,KPMG & Deloitte,Real Estate,10737115785.0,3.0,6.58256509784894,4.916707100113213,27.634912933311767,0.7170197854331769,7.722197765132351e-06
FR0013333432,476.0,500.0,325.0,39.0,329454.0,53049.0,1437.95,2000.23,12108.0,1359.2,3206.0,136.0,3.7438711731321614,170016.0,5292.0,12264.0,84.0,Thermador Groupe,France,KPMG,Multiline and Specialty Retailers & Distributors,684482943.24,1.0,4.486418217120021,4.712624177647081,30.217346227073083,1.281833776320006,0.03528691561699713
FR0013383502,460.0,637.0,839.0,273.0,406020.0,66303.0,3456.04,-2767.1,13225.0,1948.8,3600.0,112.0,0.0050370969224249,220616.0,6213.0,17985.0,109.0,HSBC Continental Europe,France,PwC,Commercial Banks,,,3.4689229748276853,4.803704206446164,27.148092846477535,0.8446073330015234,3.798543747963818e-05
FR0014003TT8,1238.0,867.0,759.0,168.0,610044.0,89889.0,3617.3,263.13,23761.0,3208.6,4384.0,44.0,1.608025072567648,333960.0,10230.0,37290.0,165.0,Dassault Systèmes,France,PwC,Software & IT Services,45527172046.0,5.0,6.886270845153468,4.822614557954811,24.385631167328594,0.24474629821223956,0.00894450418053181
FR001400AJ45,758.0,1110.0,666.0,159.0,493699.0,74069.0,2569.35,2220.48,19601.0,2576.1,2950.0,146.0,1.5809693381428795,285384.0,24111.0,43851.0,141.0,Michelin,France,Deloitte & PwC,Auto Parts,23360480933.0,4.0,5.116850504259542,7.493013271409091,19.913864099690826,0.9855675113745291,0.010672274083239138
FR001400EHH1,1955.0,3206.0,1944.0,306.0,1213316.0,184124.0,7507.37,4403.35,45959.0,6138.9,8214.0,431.0,6.73351862390982,752928.0,11532.0,149544.0,372.0,ELO,France,PwC & KPMG,Food Retailers & Distributors,,,5.308922248050227,8.706089374551933,22.305620125567554,1.1704068996980297,0.018285282266053908
FR001400J770,1009.0,1148.0,658.0,204.0,649483.0,98616.0,3143.06,3023.03,23619.0,2991.5,5282.0,136.0,2.6203360523106447,344080.0,35530.0,64260.0,170.0,Air France-KLM,France,KPMG & PwC,Airlines,2208946443.5,2.0,5.115802709499473,5.820556501987507,26.780644114545307,0.6895432789810984,0.013285552305460802
GB0000784164,491.0,627.0,735.0,145.0,360134.0,53961.0,1848.73,203.12,12843.0,1687.8,1162.0,37.0,0.2417357097704683,167992.0,3071.0,9877.0,83.0,Barclays Bank,United Kingdom,KPMG,Commercial Banks,,,4.549582105594782,5.809751487185189,10.767035451529809,0.34284019940327276,0.0022399113227188922
GB00B10RZP78,656.0,1033.0,649.0,157.0,402250.0,60570.0,1793.58,-61.339999999999975,14312.0,1380.9,1844.0,54.0,1.0690755905495184,155848.0,17402.0,23254.0,77.0,Unilever,United Kingdom,KPMG,Household & Personal Products,141047086176.0,5.0,5.415222057123989,8.527323757635793,15.222057123988773,0.44576523031203563,0.008825124571153363
GB00B2B0DG97,422.0,434.0,451.0,115.0,239134.0,35896.0,1065.52,-704.1999999999999,8235.0,649.2,1152.0,36.0,0.1994012894524297,70840.0,7350.0,8540.0,35.0,RELX,United Kingdom,EY,Professional & Commercial Services,84293330703.0,5.0,5.878092266547805,6.045241809672387,16.046356139959883,0.5014486293737463,0.002777486202535515
GB00BP6MXD84,830.0,1028.0,939.0,301.0,535141.0,81223.0,1928.61,911.35,18372.0,1756.5,2200.0,52.0,2.5101735180799287,202400.0,34300.0,44200.0,100.0,Shell,United Kingdom,EY,Oil & Gas – Exploration & Production,189496411088.0,5.0,5.109390197357891,6.32825677455893,13.542961968900435,0.32010637381037393,0.015452356586680673
GRS245213004,1064.0,1028.0,605.0,89.0,488321.0,70822.0,3156.24,-584.26,19584.0,2452.1,1650.0,191.0,1.1701158664866416,273240.0,3780.0,21870.0,135.0,LAMDA Development,Greece,EY,Real Estate,1320954871.2,1.0,7.511790121713592,7.257631809324786,11.648922651153596,1.3484510462850525,0.008260963164600276
HRARNTRA0004,342.0,498.0,303.0,41.0,201142.0,29892.0,1047.45,-141.20999999999998,7568.0,740.1,1238.0,21.0,5.290815766676703,89056.0,1188.0,3080.0,44.0,Arena Hospitality,Croatia,Deloitte,Hotels & Lodging,163534023.51,1.0,5.72059413890004,8.329987956643919,20.70788170748026,0.35126455238859894,0.08849885866915401
HRHT00RA0005,522.0,614.0,369.0,81.0,280207.0,42459.0,1455.33,-719.52,9318.0,854.0,1389.0,31.0,1.1133647150853176,103224.0,1581.0,4131.0,51.0,Hrvatski Telekom,Croatia,Deloitte,Telecommunication Services,3212176464.0,2.0,6.147106620504486,7.230504722202595,16.35695612237688,0.3650580560069714,0.013111056726316182
IE0004927939,687.0,656.0,440.0,112.0,325775.0,49067.0,1581.38,-1178.93,10897.0,860.8,1535.0,75.0,3.051930417588421,99176.0,3822.0,6174.0,49.0,Kingspan,Ireland,EY,Building Products & Furnishings,13258607207.0,4.0,7.000631789186214,6.684737196078831,15.641877432897875,0.7642611123565737,0.03109962314374652
IE00BD6JX574,479.0,702.0,604.0,34.0,291546.0,45668.0,1810.47,-356.89000000000004,9991.0,1218.8,1371.0,59.0,8.921385748473318,143704.0,7029.0,11999.0,71.0,Glenveagh Properties,Ireland,KPMG,Home Builders,928994283.75,1.0,5.244372427082421,7.685906980818078,15.01051064202505,0.645966541122887,0.09767655413498859
IE00BF0L3536,632.0,739.0,703.0,75.0,358040.0,54690.0,1544.44,694.97,12778.0,1334.7,1437.0,107.0,18.266805809064905,157872.0,3510.0,9516.0,78.0,AIB,Ireland,PwC,Commercial Banks,12847429936.0,4.0,5.778021576156519,6.756262570853904,13.137685134393857,0.9782409946973853,0.16700316153835168
IE00BF0L3536,632.0,739.0,703.0,75.0,358040.0,54690.0,1544.44,694.97,12778.0,1334.7,1437.0,107.0,18.266805809064905,157872.0,3510.0,9516.0,78.0,ALLIED IRISH BANKS PLC,Ireland,PwC,Commercial Banks,12847429936.0,4.0,5.778021576156519,6.756262570853904,13.137685134393857,0.9782409946973853,0.16700316153835168
IT0000072618,1523.0,1368.0,1417.0,501.0,1141915.0,193936.0,8433.57,-6825.81,37479.0,4559.2,7856.0,1242.0,0.5275442555926795,477664.0,33276.0,88736.0,236.0,Intesa Sanpaolo,Italy,EY,Commercial Banks,71093989502.0,5.0,3.9265530896790692,3.5269367213926244,20.254104446827817,3.2020872865275143,0.0013600988356795012
IT0003132476,880.0,1321.0,829.0,265.0,672774.0,101161.0,3331.05,-139.08999999999992,25579.0,2939.0,3436.0,67.0,0.6494906217642967,283360.0,19320.0,38780.0,140.0,Eni,Italy,PwC,Oil & Gas – Exploration & Production,41399693723.0,5.0,4.34950227854608,6.52919603404474,16.982829351232194,0.33115528711657655,0.0032101828855205894
IT0003372205,716.0,628.0,399.0,65.0,479148.0,75399.0,3447.09,603.09,18193.0,3220.6,3480.0,155.0,0.8035843992133627,323840.0,12480.0,37920.0,160.0,Edison,Italy,KPMG,Electric Utilities & Power Generators,9045718724.9,3.0,4.748073581877744,4.164511465669306,23.07722914097004,1.0278650910489529,0.0053288796881481365
IT0003856405,680.0,465.0,381.0,121.0,332177.0,51945.0,2358.77,1073.28,13609.0,2133.9,1791.0,212.0,3.1699380699401107,226688.0,9408.0,21840.0,112.0,Leonardo,Italy,EY,Aerospace & Defence,15473158157.0,4.0,6.545384541341804,4.475887958417557,17.239387814034075,2.040619886418327,0.03051244652940717
IT0004056880,770.0,587.0,553.0,144.0,344846.0,50220.0,3018.87,-355.58,14608.0,2264.7,2422.0,115.0,10.5461263878909,244904.0,11132.0,25652.0,121.0,Amplifon,Italy,KPMG,Health Care Distributors,5796303454.3,3.0,7.666268418956591,5.8442851453604145,24.113898845081643,1.144962166467543,0.10499926710365294
IT0004176001,1615.0,1545.0,1094.0,324.0,845568.0,126839.0,6215.17,3075.04,34221.0,5001.9,4929.0,82.0,12.363435404998118,607200.0,8100.0,97800.0,300.0,Prysmian,Italy,EY,Electrical & Electronic Equipment,18313935398.0,4.0,6.36633842903208,6.0903980636870365,19.43014372551029,0.32324442797562264,0.04873672689392899
IT0005239360,2260.0,1165.0,1237.0,495.0,1009375.0,164705.0,6505.21,-5783.46,33796.0,3324.1,8227.0,214.0,0.3349734424547363,376464.0,25482.0,59892.0,186.0,UniCredit,Italy,KPMG,Commercial Banks,61872299151.0,5.0,6.860751039737712,3.536626089068334,24.97495522297441,0.6496463373910931,0.0010168891122149793
LI0315487269,443.0,660.0,561.0,126.0,350931.0,59487.0,2675.94,374.19000000000005,11388.0,1660.9,7161.0,25.0,7.61142276174571,214544.0,23532.0,34662.0,106.0,VP Bank,Liechtenstein,PwC,Asset Management & Custody Activities,481259146.61,1.0,3.7235026140165077,5.547430531040395,60.18962126178829,0.21012994435759072,0.06397551365630902
LT0000115768,800.0,947.0,514.0,103.0,437201.0,65486.0,2593.51,475.23,16255.0,2048.5,2563.0,52.0,2.133372602647561,242880.0,20280.0,34560.0,120.0,Ignitis,Lithuania,KPMG,Electric Utilities & Power Generators,1467267466.3,1.0,6.10817579329933,7.230553095318083,19.56906819778273,0.3970314265644565,0.01628876861197478
LT0000123911,541.0,721.0,527.0,56.0,318818.0,48240.0,2591.38,-1133.11,12396.0,1644.2,1305.0,54.0,6.854622261902358,186208.0,4876.0,13248.0,92.0,Telia Lithuania,Lithuania,PwC,Telecommunication Services,949915764.72,1.0,5.607379767827529,7.473051409618574,13.526119402985074,0.5597014925373134,0.07104707982900453
LU1673108939,936.0,879.0,672.0,93.0,420347.0,61015.0,2620.24,-272.59000000000003,16583.0,2088.6,2826.0,83.0,0.0305030383377673,226688.0,5600.0,18032.0,112.0,Aroundtown,Luxembourg,KPMG,Real Estate,3306829161.4,2.0,7.670245021715972,7.203146767188397,23.15823977710399,0.6801606162419077,0.00024996343798875113
LU2237380790,698.0,817.0,602.0,75.0,402381.0,60978.0,1329.42,588.1,14355.0,1354.3,1983.0,87.0,2.137421084393244,137632.0,7072.0,11628.0,68.0,Allegro,Luxembourg,PwC,E-Commerce,6902943339.0,3.0,5.723375643674768,6.699137393814162,16.25996260946571,0.713372035816196,0.017526165866322642
LU2290522684,481.0,680.0,504.0,83.0,319459.0,48219.0,2076.71,389.43,11989.0,1631.7,1890.0,78.0,7.0097691437007175,182160.0,8640.0,16650.0,90.0,InPost,Luxembourg,PwC,Air Freight & Logistics,8506038730.4,3.0,4.9876604657914925,7.051162404861154,19.598083742922913,0.8088098052634853,0.07268679507767392
LU2910446546,489.0,547.0,286.0,118.0,293385.0,43790.0,1165.4,934.18,10907.0,1260.6,2013.0,31.0,3.817195622382096,137632.0,4080.0,8636.0,68.0,Zabka,Luxembourg,EY,Food Retailers & Distributors,4658692500.0,2.0,5.583466544873259,6.245718200502398,22.98469970312857,0.35396209180178123,0.04358524346177319
NL0000009082,916.0,851.0,547.0,76.0,489464.0,76167.0,2160.76,1872.08,17446.0,1991.3,1798.0,23.0,7.302929317590782,236808.0,5382.0,18954.0,117.0,KPN,Netherlands,EY,Telecommunication Services,14141112359.0,4.0,6.013102787296336,5.5864088122152635,11.803011803011803,0.15098402195176389,0.04794024523475246
NL0000009165,800.0,908.0,812.0,180.0,451598.0,67082.0,2879.32,879.39,17251.0,2776.2,2001.0,364.0,56.01274771363348,299552.0,20424.0,42180.0,148.0,Heineken,Netherlands,Deloitte,Alcoholic Beverages,40191664722.0,5.0,5.962851435556484,6.767836379356609,14.914582153185655,2.7130974031782,0.4174946163921282
NL0000009538,831.0,585.0,438.0,127.0,383477.0,56716.0,2759.04,-2043.09,14376.0,1374.7,2966.0,85.0,0.0032131162988943,172040.0,14025.0,21165.0,85.0,Philips,Netherlands,EY,Electric Utilities & Power Generators,23364693199.0,4.0,7.325975033500247,5.157274843077791,26.14782424712603,0.7493476267719867,2.832636556610392e-05
NL0000226223,486.0,1137.0,460.0,154.0,377648.0,56720.0,2571.35,1803.05,14236.0,2543.7,1575.0,108.0,1.6441063699955023,285384.0,8883.0,28623.0,141.0,STMicroelectronics,Netherlands,EY,Semiconductors,22570680952.0,4.0,4.284203102961918,10.022919605077574,13.883991537376588,0.9520451339915375,0.01449318027146952
NL0000235190,692.0,918.0,848.0,232.0,457069.0,68888.0,1811.06,1855.34,16767.0,2023.1,2958.0,45.0,0.5564723549217664,220616.0,14170.0,25942.0,109.0,Airbus,France,EY,Aerospace & Defence,126252855902.0,5.0,5.022645453489722,6.662989199860643,21.469631866217625,0.3266171176402276,0.004038964369133712
NL0000313286,403.0,568.0,351.0,86.0,253494.0,38190.0,1805.64,-1432.35,9121.0,998.6,916.0,124.0,1.4183185247086387,113344.0,4368.0,7448.0,56.0,Acomo,Netherlands,EY,Processed Foods,530423028.4,1.0,5.276250327310815,7.436501702016235,11.992668237758576,1.6234616391725583,0.01856923965316364
